source_line,section,spec_text,section_status,evidence
623,10,## Comments and feedback,Core version lifecycle tested,creatives/services.py; tests/test_domain.py
625,10,Implement:,Core version lifecycle tested,creatives/services.py; tests/test_domain.py
627,10,- CreativeComment,Core version lifecycle tested,creatives/services.py; tests/test_domain.py
628,10,- CreativeFeedback,Core version lifecycle tested,creatives/services.py; tests/test_domain.py
630,10,Feedback must support:,Core version lifecycle tested,creatives/services.py; tests/test_domain.py
631,10,- author,Core version lifecycle tested,creatives/services.py; tests/test_domain.py
632,10,- target version,Core version lifecycle tested,creatives/services.py; tests/test_domain.py
633,10,- text,Core version lifecycle tested,creatives/services.py; tests/test_domain.py
634,10,- category if useful,Core version lifecycle tested,creatives/services.py; tests/test_domain.py
635,10,- resolved state,Core version lifecycle tested,creatives/services.py; tests/test_domain.py
636,10,- created/resolved timestamps,Core version lifecycle tested,creatives/services.py; tests/test_domain.py
638,10,One clear conversation experience should be presented in the UI even if structured feedback is stored separately.,Core version lifecycle tested,creatives/services.py; tests/test_domain.py
640,10,---,Core version lifecycle tested,creatives/services.py; tests/test_domain.py
642,11,# 11. REVIEW / APPROVAL UX,Browser-tested review journey,e2e/journeys.spec.ts
644,11,Provide explicit primary actions according to role and state.,Browser-tested review journey,e2e/journeys.spec.ts
646,11,Examples:,Browser-tested review journey,e2e/journeys.spec.ts
648,11,Editor:,Browser-tested review journey,e2e/journeys.spec.ts
649,11,- Save Draft,Browser-tested review journey,e2e/journeys.spec.ts
650,11,- Submit for Review,Browser-tested review journey,e2e/journeys.spec.ts
652,11,Reviewer:,Browser-tested review journey,e2e/journeys.spec.ts
653,11,- Approve,Browser-tested review journey,e2e/journeys.spec.ts
654,11,- Request Changes,Browser-tested review journey,e2e/journeys.spec.ts
656,11,Manager:,Browser-tested review journey,e2e/journeys.spec.ts
657,11,- Reassign,Browser-tested review journey,e2e/journeys.spec.ts
658,11,- Approve if permitted,Browser-tested review journey,e2e/journeys.spec.ts
659,11,- Mark outcome,Browser-tested review journey,e2e/journeys.spec.ts
661,11,Do not overload pages with many equally prominent actions.,Browser-tested review journey,e2e/journeys.spec.ts
663,11,Use progressive disclosure for advanced sections.,Browser-tested review journey,e2e/journeys.spec.ts
665,11,Every transition must generate:,Browser-tested review journey,e2e/journeys.spec.ts
666,11,- AuditEvent,Browser-tested review journey,e2e/journeys.spec.ts
667,11,- Activity event,Browser-tested review journey,e2e/journeys.spec.ts
668,11,- appropriate Notification,Browser-tested review journey,e2e/journeys.spec.ts
670,11,---,Browser-tested review journey,e2e/journeys.spec.ts
672,12,# 12. CREATIVE FILES AND MEDIA IDENTITY,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
674,12,## CreativeFile,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
676,12,"Store metadata, not merely a URL.",Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
678,12,Fields:,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
680,12,- creative,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
681,12,- version optional,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
682,12,- file role:,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
683,12,  - master,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
684,12,  - source,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
685,12,  - thumbnail,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
686,12,  - subtitle,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
687,12,  - export,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
688,12,  - reference,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
689,12,  - attachment,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
690,12,- provider,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
691,12,- storage object,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
692,12,- filename,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
693,12,- MIME type,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
694,12,- size,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
695,12,- checksum where available,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
696,12,- width/height/duration where available,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
697,12,- active,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
698,12,- timestamps,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
700,12,Avoid duplicates by provider identity and checksum where reasonable.,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
702,12,A Publishing job must resolve an approved **master asset** deterministically.,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
704,12,"If it cannot, fail with a helpful error.",Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
706,12,---,Local identity/master resolution tested; media processing partial,storage/services.py; tests/test_domain.py
708,13,# 13. GOOGLE DRIVE — FIRST-CLASS STORAGE,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
710,13,"Google Drive is a major part of the platform, not a simple link field.",Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
712,13,## Storage strategy,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
714,13,The database is the source of truth for:,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
715,13,- relationships,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
716,13,- business states,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
717,13,- IDs,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
718,13,- permissions,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
719,13,- audit history,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
720,13,- external metadata,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
722,13,Google Drive is the primary managed binary asset store.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
724,13,Never make business logic depend on folder names alone.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
726,13,Use Drive file/folder IDs as durable identity.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
728,13,## StorageConnection,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
730,13,Fields:,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
732,13,- workspace,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
733,13,- provider = google_drive,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
734,13,- account identity/email,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
735,13,- root folder ID,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
736,13,- Shared Drive ID optional,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
737,13,- encrypted OAuth refresh credentials,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
738,13,- scopes,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
739,13,- connection status,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
740,13,- last successful sync,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
741,13,- error state,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
742,13,- created_by,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
743,13,- timestamps,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
745,13,Encrypt secrets using a dedicated environment encryption key.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
747,13,## Production storage preference,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
749,13,Support both My Drive and Shared Drives.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
751,13,"For company-owned assets, prefer a **Google Shared Drive** when available because asset ownership should belong to the organization rather than one employee.",Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
753,13,## OAuth,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
755,13,Implement proper Google OAuth 2.0:,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
756,13,- state validation,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
757,13,- PKCE if supported/appropriate for chosen flow,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
758,13,- encrypted refresh token,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
759,13,- token refresh,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
760,13,- revoked credential handling,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
761,13,- disconnect,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
762,13,- connection test,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
764,13,Choose the narrowest practical scopes.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
766,13,Default toward `drive.file` when the workflow only needs files created/explicitly selected by the application.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
768,13,"If broader browsing/sync of an existing Drive hierarchy requires broader Drive scopes, make this an explicit admin choice and document Google verification implications.",Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
770,13,Never send refresh tokens to React.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
772,13,## Drive folder organization,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
774,13,"Create a stable application root, e.g.:",Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
776,13,```text,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
777,13,CreativeManager/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
778,13,└─ Workspaces/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
779,13,   └─ {workspace-code}_{workspace-slug}/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
780,13,      └─ Brands/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
781,13,         └─ {brand-code}_{brand-slug}/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
782,13,            ├─ Products/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
783,13,            ├─ Campaigns/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
784,13,            │  └─ {YYYY}/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
785,13,            │     └─ {campaign-code}_{campaign-slug}/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
786,13,            │        └─ Requests/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
787,13,            │           └─ {request-code}/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
788,13,            │              ├─ 01_Source_Materials/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
789,13,            │              ├─ 02_Working/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
790,13,            │              ├─ 03_Approved/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
791,13,            │              └─ 04_Published/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
792,13,            ├─ Creatives/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
793,13,            │  └─ {creative-code}/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
794,13,            │     ├─ Versions/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
795,13,            │     │  ├─ v001/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
796,13,            │     │  ├─ v002/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
797,13,            │     │  └─ ...,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
798,13,            │     ├─ Masters/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
799,13,            │     ├─ Thumbnails/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
800,13,            │     └─ Exports/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
801,13,            ├─ Clips/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
802,13,            ├─ Context/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
803,13,            └─ Archive/,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
804,13,```,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
806,13,Do not repeatedly search Drive by path to resolve folders.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
808,13,Create a `DriveFolderMapping` table:,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
810,13,- workspace,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
811,13,- brand optional,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
812,13,- entity_type,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
813,13,- entity_id,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
814,13,- folder_role,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
815,13,- drive_folder_id,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
816,13,- connection,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
817,13,- timestamps,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
819,13,Use folder ID mapping as the authoritative link.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
821,13,## appProperties,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
823,13,"Where useful, tag app-created Drive items with `appProperties`, for example:",Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
825,13,- app = creative_manager,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
826,13,- workspace_id,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
827,13,- brand_id,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
828,13,- request_id,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
829,13,- creative_id,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
830,13,- version_id,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
831,13,- file_role,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
833,13,Do not rely exclusively on these properties; database mappings remain primary.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
835,13,## Upload behavior,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
837,13,Implement resumable upload for large files.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
839,13,Design upload states:,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
841,13,```text,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
842,13,queued,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
843,13,initializing,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
844,13,uploading,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
845,13,verifying,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
846,13,complete,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
847,13,failed,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
848,13,cancelled,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
849,13,```,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
851,13,Store:,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
852,13,- idempotency key,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
853,13,- resumable session URI encrypted or protected as appropriate,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
854,13,- total bytes,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
855,13,- uploaded bytes,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
856,13,- attempts,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
857,13,- last error,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
858,13,- external file ID,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
859,13,- timestamps,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
861,13,Uploads must be resumable after transient failures.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
863,13,Do not mark complete before Drive confirms the file.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
865,13,## Drive sync,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
867,13,Implement:,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
868,13,- initial inventory sync,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
869,13,- incremental sync where practical using Drive change tracking,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
870,13,- deleted/moved/renamed file reconciliation,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
871,13,- duplicate detection,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
872,13,- orphan reporting,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
873,13,- sync run audit,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
874,13,- clear error reporting,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
876,13,Renaming a Drive folder must not break DB relationships.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
878,13,## Existing file attachment,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
880,13,Allow authorized users to:,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
881,13,- select/search existing Drive files accessible through the configured connection;,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
882,13,- attach a Drive object to a Creative/Version;,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
883,13,- avoid duplicate storage objects.,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
885,13,---,Partial; live acceptance and full hierarchy outstanding,storage/google.py; GOOGLE_SETUP.md; tests/test_providers.py
887,14,# 14. LOCAL STORAGE FALLBACK,Implemented local fallback,storage/services.py
889,14,Retain a local storage provider for:,Implemented local fallback,storage/services.py
890,14,- development,Implemented local fallback,storage/services.py
891,14,- tests,Implemented local fallback,storage/services.py
892,14,- emergency fallback if explicitly configured,Implemented local fallback,storage/services.py
894,14,Production defaults should be configurable.,Implemented local fallback,storage/services.py
896,14,Do not mix local and Drive identity silently.,Implemented local fallback,storage/services.py
898,14,Each file knows its provider.,Implemented local fallback,storage/services.py
900,14,Temporary upload files must have cleanup routines.,Implemented local fallback,storage/services.py
902,14,---,Implemented local fallback,storage/services.py
904,15,# 15. YOUTUBE RESUMABLE UPLOAD,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
906,15,Preserve and rebuild the source module’s YouTube resumable upload capability.,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
908,15,Use YouTube Data API v3 and official resumable upload behavior.,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
910,15,Requirements:,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
912,15,- only approved/publishable creative versions,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
913,15,- deterministic master asset resolution,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
914,15,- resumable session state,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
915,15,- progress bytes,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
916,15,- retries with backoff,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
917,15,- idempotency,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
918,15,- saved video ID only after confirmed success,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
919,15,- safe privacy defaults: `private` or `unlisted`,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
920,15,- no automatic public publish unless an authorized user explicitly selects it,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
921,15,- provider errors displayed in human-readable form,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
922,15,- audit record,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
924,15,Never fabricate a video ID.,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
926,15,---,Transport tested; live acceptance outstanding,storage/google.py; tests/test_providers.py
928,16,# 16. CREATIVE LINEAGE / FAMILIES,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
930,16,Implement CreativeRelationship.,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
932,16,Supported relationships:,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
934,16,- variant,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
935,16,- refresh,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
936,16,- remake,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
937,16,- derivative,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
938,16,- localization,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
940,16,"Relationships are between **Creatives**, not between CreativeVersions.",Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
942,16,Provide family/lineage graph.,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
944,16,Support creating a related creative from a parent while retaining:,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
945,16,- parent link,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
946,16,- change hypothesis,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
947,16,- what changed,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
948,16,- reason,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
949,16,- author,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
951,16,Examples:,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
952,16,"- same body, new hook",Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
953,16,- new CTA,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
954,16,- localized Arabic/French version,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
955,16,- seasonal refresh,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
957,16,---,Relationship records and variant action; graph partial,creatives/services.py; frontend/src/App.tsx
959,17,# 17. CLIPS AND CONTENT INDEX,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
961,17,## Clip,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
963,17,Represent reusable visual/audio portions.,Manual clips/index/corrections; extraction and FTS outstanding,storage/models.py; common/serializers.py; SearchView
